stnId,stnNm,tm,avgTa,minTa,minTaHrmt,maxTa,maxTaHrmt,mi10MaxRn,mi10MaxRnHrmt,hr1MaxRn,hr1MaxRnHrmt,sumRnDur,sumRn,maxInsWs,maxInsWsWd,maxInsWsHrmt,maxWs,maxWsWd,maxWsHrmt,avgWs,hr24SumRws,maxWd,avgTd,minRhm,minRhmHrmt,avgRhm,avgPv,avgPa,maxPs,maxPsHrmt,minPs,minPsHrmt,avgPs,ssDur,sumSsHr,hr1MaxIcsrHrmt,hr1MaxIcsr,sumGsr,ddMefs,ddMefsHrmt,ddMes,ddMesHrmt,sumDpthFhsc,avgTca,avgLmac,avgTs,minTg,avgCm5Te,avgCm10Te,avgCm20Te,avgCm30Te,avgM05Te,avgM10Te,avgM15Te,avgM30Te,avgM50Te,sumLrgEv,sumSmlEv,n99Rn,iscs,sumFogDur
285,합천,2018-03-30,13.5,6.9,608,20.9,1507,,,,,,,7.2,230,1836,4.2,180,1842,1.6,1364,70,2.3,28,1610,49.9,7.2,1020.7,1027.1,937,1021.6,1729,1024.6,12.5,9.4,,,,,,,,,,,18.2,3.5,,,,,,,,,,,,,,
285,합천,2018-03-31,13.9,4.4,627,23.7,1537,,,,,,,7.0,200,1611,4.1,180,1649,1.4,1241,200,1.8,23,1538,50.3,7.0,1016.6,1025.4,12,1016.5,1626,1020.5,12.5,10.2,,,,,,,,,,,17.6,1.6,,,,,,,,,,,,,,
285,합천,2018-04-01,16.0,6.1,644,24.1,1231,,,,,,,6.7,180,1718,4.0,180,1647,1.3,1090,200,7.4,32,1400,59.6,10.6,1013.2,1019.2,755,1014.2,1647,1017.0,12.6,5.4,,,,,,,,,,,16.9,4.0,,,,,,,,,,,,,,
285,합천,2018-04-02,17.7,10.2,611,25.5,1449,,,,,,,9.1,180,1756,5.4,180,1650,1.9,1654,200,10.4,34,1422,67.9,12.7,1012.4,1018.0,859,1013.5,1548,1016.2,12.6,9.7,,,,,,,,,,,20.9,8.7,,,,,,,,,,,,,,
285,합천,2018-04-03,18.3,10.4,521,26.6,1355,,,,,,,9.2,180,1507,5.9,180,1515,1.8,1576,180,11.3,24,1300,68.9,13.4,1013.1,1019.3,821,1014.4,1553,1016.9,12.6,8.6,,,,,,,,,,,22.3,7.3,,,,,,,,,,,,,,
285,합천,2018-04-04,12.6,7.7,2344,18.5,938,2,1216,4.0,1208,,7.5,8.1,50,1431,4.8,70,1354,1.7,1434,70,10.5,70,957,87.8,13.0,1014.8,1022.9,2333,1015.2,450,1018.7,12.7,0.0,,,,,,,,,,,14.5,7.8,,,,,,,,,,,,,,
285,합천,2018-04-05,8.2,7.4,628,9.3,1129,1,2036,5.5,2012,,13.0,4.1,70,26,2.3,50,31,1.2,1048,50,6.7,81,1211,91.1,9.8,1014.0,1022.9,47,1012.0,2353,1017.9,12.7,0.0,,,,,,,,,,,10.6,7.7,,,,,,,,,,,,,,
285,합천,2018-04-06,9.1,4.8,2357,17.0,1333,1,252,5.5,229,,19.5,10.7,320,1738,5.7,290,1818,2.2,1914,290,-0.1,16,1539,59.8,6.6,1006.9,1013.9,2311,1008.0,447,1010.8,12.8,6.3,,,,,,,,,,,12.3,4.0,,,,,,,,,,,,,,
285,합천,2018-04-07,5.7,3.1,2330,9.9,1549,0,,0.0,,,0.0,10.1,340,1055,5.0,270,1718,2.8,2381,270,-8.8,18,1710,35.8,3.2,1011.1,1018.7,2359,1012.7,13,1015.1,12.8,8.7,,,,,,,,,,,9.1,-0.1,,,,,,,,,,,,,,
285,합천,2018-04-08,7.6,-1.9,627,14.3,1446,0,,0.2,,,0.2,10.6,180,1510,6.5,180,1510,2.4,2031,200,-1.7,22,1414,57.4,5.5,1012.6,1020.2,644,1012.5,1819,1016.5,12.8,9.9,,,,,,,,,,,10.1,-5.1,,,,,,,,,,,,,,
285,합천,2018-04-09,13.3,5.3,640,21.7,1625,,,,,,,6.5,270,1210,3.0,70,1811,1.2,1021,200,-0.5,14,1621,45.5,6.1,1013.2,1019.4,2336,1014.7,133,1017.0,12.9,11.5,,,,,,,,,,,16.5,3.0,,,,,,,,,,,,,,
285,합천,2018-04-10,14.3,3.2,614,21.5,1427,,,,,,,12.1,140,1610,7.0,180,1629,2.9,2536,200,6.2,33,1448,61.4,9.7,1010.9,1019.6,746,1009.1,2359,1014.7,12.9,10.6,,,,,,,,,,,15.9,0.3,,,,,,,,,,,,,,
285,합천,2018-04-11,18.4,12.4,2356,25.0,1412,0,154,1.0,138,,1.5,9.6,320,1549,4.7,320,1553,2.4,2058,250,1.8,11,1548,39.3,7.9,1006.2,1014.7,2324,1006.9,235,1009.9,12.9,10.5,,,,,,,,,,,20.6,9.2,,,,,,,,,,,,,,
285,합천,2018-04-12,14.4,4.3,612,24.2,1339,,,,,,,9.0,360,1422,4.4,320,1455,1.4,1199,200,-3.0,11,1509,36.1,5.0,1013.7,1021.7,2349,1014.7,1,1017.5,13.0,9.1,,,,,,,,,,,17.4,0.8,,,,,,,,,,,,,,
285,합천,2018-04-13,13.0,5.2,448,19.4,1424,0,,0.0,,,0.0,6.1,90,1140,2.7,20,1010,1.1,942,90,-1.8,16,1349,40.6,5.5,1019.5,1025.7,900,1021.1,2347,1023.4,13.0,2.9,,,,,,,,,,,15.3,2.2,,,,,,,,,,,,,,
285,합천,2018-04-14,9.7,7.1,934,12.2,1738,2,906,6.5,839,,24.5,6.4,320,2246,3.2,290,2233,0.8,659,290,6.0,43,338,78.9,9.5,1004.7,1021.1,1,1002.7,1645,1008.5,13.0,0.2,,,,,,,,,,,11.9,7.6,,,,,,,,,,,,,,
285,합천,2018-04-15,13.0,9.0,502,19.4,1413,,,,,,,8.0,320,1635,4.2,290,1612,2.1,1820,270,-0.2,23,1350,42.3,6.1,1007.9,1017.0,2350,1008.1,1,1011.7,13.1,11.0,,,,,,,,,,,16.0,6.0,,,,,,,,,,,,,,
285,합천,2018-04-16,12.1,3.0,555,19.6,1517,,,,,,,6.1,340,1235,2.9,50,1325,1.1,934,200,1.4,22,1517,53.6,6.8,1015.6,1022.4,2255,1016.8,22,1019.5,13.1,9.8,,,,,,,,,,,15.6,0.3,,,,,,,,,,,,,,
285,합천,2018-04-17,14.0,6.8,609,22.1,1646,,,,,,,6.4,180,1847,3.2,180,1850,1.1,924,180,3.2,22,1449,54.6,7.8,1015.7,1022.5,8,1015.8,1732,1019.5,13.2,9.9,,,,,,,,,,,18.8,5.6,,,,,,,,,,,,,,
285,합천,2018-04-18,14.8,5.5,542,25.3,1517,,,,,,,6.7,230,1755,3.6,200,1757,1.2,1066,200,2.9,15,1357,53.1,7.6,1012.8,1019.5,714,1013.2,1637,1016.6,13.2,11.5,,,,,,,,,,,19.5,2.0,,,,,,,,,,,,,,
285,합천,2018-04-19,16.5,4.7,550,29.8,1508,,,,,,,6.8,250,1719,3.7,180,1355,1.3,1112,200,-0.5,6,1515,43.9,6.2,1012.7,1018.4,831,1013.4,1535,1016.5,13.2,12.2,,,,,,,,,,,20.3,0.5,,,,,,,,,,,,,,
285,합천,2018-04-20,18.6,6.6,539,31.3,1536,,,,,,,6.7,180,1804,3.8,180,1827,1.2,1016,200,3.8,14,1523,42.5,8.1,1015.7,1021.4,715,1016.9,1621,1019.5,13.3,11.8,,,,,,,,,,,22.4,4.0,,,,,,,,,,,,,,
285,합천,2018-04-21,18.6,8.4,553,28.7,1435,,,,,,,8.8,180,1332,5.1,180,1337,1.9,1659,200,4.6,10,1310,50.1,9.0,1014.7,1020.0,702,1016.1,1521,1018.5,13.3,11.1,,,,,,,,,,,22.9,5.1,,,,,,,,,,,,,,
285,합천,2018-04-22,15.1,12.1,2359,20.4,1603,0,909,2.5,913,,4.0,4.9,360,2111,2.7,50,2057,1.0,838,230,11.5,62,2150,79.4,13.7,1015.2,1020.7,1010,1016.7,1717,1019.0,13.3,0.6,,,,,,,,,,,18.4,9.0,,,,,,,,,,,,,,
285,합천,2018-04-23,10.6,10.1,844,12.3,152,2,841,9.0,1505,,56.5,4.9,90,6,2.5,70,1335,1.6,1363,50,8.5,70,100,87.5,11.1,1013.1,1019.7,21,1013.9,2400,1017.0,13.4,0.0,,,,,,,,,,,12.8,10.1,,,,,,,,,,,,,,
285,합천,2018-04-24,11.8,10.1,2,13.8,1503,1,131,2.5,57,,10.5,6.9,70,1443,4.1,70,1452,1.7,1482,70,9.5,74,1604,86.4,11.9,1006.7,1013.9,1,1008.6,1504,1010.5,13.4,0.0,,,,,,,,,,,13.8,10.0,,,,,,,,,,,,,,
285,합천,2018-04-25,13.5,5.3,636,22.2,1610,,,,,,,6.4,70,1203,3.8,20,1246,1.2,1025,90,1.6,14,1253,54.1,7.1,1009.5,1015.4,2226,1011.4,246,1013.3,13.4,10.8,,,,,,,,,,,17.6,2.5,,,,,,,,,,,,,,
285,합천,2018-04-26,15.4,4.5,553,25.3,1536,,,,,,,6.0,200,1959,3.0,200,2018,1.1,992,200,3.1,13,1542,52.9,7.8,1009.7,1016.4,721,1010.4,1710,1013.5,13.5,11.1,,,,,,,,,,,17.6,1.5,,,,,,,,,,,,,,
285,합천,2018-04-27,16.4,7.5,557,25.6,1605,,,,,,,7.4,270,1142,4.5,70,1217,1.2,1061,360,4.8,19,1605,52.1,8.6,1010.1,1018.2,2355,1011.9,1542,1013.9,13.5,9.8,,,,,,,,,,,19.5,4.3,,,,,,,,,,,,,,
285,합천,2018-04-28,17.2,7.8,554,28.0,1505,,,,,,,7.2,230,1537,4.2,180,1422,1.5,1255,230,6.9,14,1506,58.6,10.1,1012.1,1019.1,641,1012.3,1714,1015.9,13.5,12.3,,,,,,,,,,,21.9,5.4,,,,,,,,,,,,,,
285,합천,2018-04-29,17.0,6.4,535,26.7,1446,,,,,,,9.0,230,1711,5.3,180,1719,1.7,1509,180,5.3,16,1218,54.1,9.1,1009.6,1016.2,713,1009.9,1627,1013.4,13.6,11.9,,,,,,,,,,,22.3,1.7,,,,,,,,,,,,,,
285,합천,2018-04-30,19.1,11.7,546,26.4,1436,,,,,,,9.1,180,1507,5.7,180,1508,2.0,1733,180,11.8,43,1222,65.1,13.9,1010.9,1016.7,2236,1012.7,1546,1014.6,13.6,10.6,,,,,,,,,,,24.1,9.4,,,,,,,,,,,,,,
285,합천,2018-05-01,18.5,12.6,541,23.7,1420,,,,,,,6.3,230,1641,3.4,230,1520,1.1,935,200,13.5,53,1338,74.5,15.5,1010.9,1017.0,744,1012.0,2354,1014.7,13.6,1.3,,,,,,,,,,,22.4,10.2,,,,,,,,,,,,,,
285,합천,2018-05-02,16.9,12.0,2331,20.1,1830,0,129,1.5,244,,5.5,9.7,230,1835,5.4,250,1837,1.3,1158,20,13.5,53,2351,81.8,16.1,1001.7,1012.1,8,1001.0,1807,1005.5,13.7,0.0,,,,,,,,,,,18.3,9.7,,,,,,,,,,,,,,
285,합천,2018-05-03,13.4,8.7,541,19.4,1137,0,,0.0,,,0.0,13.3,320,946,6.1,320,1232,2.7,2357,270,0.8,21,1134,45.0,6.6,1005.5,1012.2,2348,1006.0,1,1009.3,13.7,11.5,,,,,,,,,,,17.5,6.2,,,,,,,,,,,,,,
285,합천,2018-05-04,15.6,7.6,339,23.1,1430,,,,,,,10.1,250,1238,5.2,270,1407,2.7,2290,250,-4.0,10,1530,30.8,4.7,1010.1,1016.6,2352,1012.0,133,1013.9,13.7,12.7,,,,,,,,,,,20.1,4.4,,,,,,,,,,,,,,
285,합천,2018-05-05,18.3,6.0,614,27.6,1401,,,,,,,8.3,180,1719,4.7,180,1742,2.0,1699,180,2.7,17,1436,39.1,7.7,1012.3,1018.6,750,1013.3,1623,1016.0,13.8,11.7,,,,,,,,,,,21.7,1.8,,,,,,,,,,,,,,
285,합천,2018-05-06,16.3,14.5,651,17.8,1,1,1200,2.5,621,,11.5,5.4,200,29,2.1,230,42,0.7,610,70,14.5,54,14,89.8,16.6,1004.2,1015.2,1,1003.9,1534,1007.9,13.8,0.0,,,,,,,,,,,17.8,14.7,,,,,,,,,,,,,,
285,합천,2018-05-07,16.1,13.2,2350,19.9,1516,2,435,8.5,410,,32.0,6.2,70,557,3.8,50,640,1.2,1031,20,13.4,64,1519,84.9,15.4,1003.5,1010.5,2355,1004.8,404,1007.2,13.8,0.7,,,,,,,,,,,18.7,11.1,,,,,,,,,,,,,,
285,합천,2018-05-08,14.8,11.1,2400,18.5,1418,,,,,,,9.5,70,1200,6.2,50,1205,2.7,2375,50,7.4,45,1419,62.6,10.4,1010.9,1019.5,2320,1010.4,1,1014.7,13.8,0.6,,,,,,,,,,,17.3,7.8,,,,,,,,,,,,,,
285,합천,2018-05-09,14.3,8.9,301,19.9,1624,,,,,,,7.1,70,1302,3.7,50,941,1.5,1325,200,5.6,37,1531,58.8,9.1,1017.8,1024.6,2346,1019.3,230,1021.6,13.9,8.5,,,,,,,,,,,19.5,7.1,,,,,,,,,,,,,,
285,합천,2018-05-10,17.4,11.8,517,25.4,1620,,,,,,,6.3,230,1814,3.2,200,1814,1.2,1069,70,7.1,23,1544,54.9,10.1,1018.3,1025.1,757,1018.5,1645,1022.1,13.9,11.6,,,,,,,,,,,23.8,9.7,,,,,,,,,,,,,,
285,합천,2018-05-11,17.6,8.8,601,25.7,1504,,,,,,,7.9,200,1659,4.7,180,1703,1.7,1453,180,7.1,28,1457,55.5,10.1,1014.2,1021.2,12,1014.5,1556,1017.9,13.9,9.7,,,,,,,,,,,24.1,6.5,,,,,,,,,,,,,,
285,합천,2018-05-12,16.6,13.4,426,19.3,1116,1,2214,3.0,2150,,7.0,6.6,230,1106,2.9,200,1110,1.2,1032,230,12.7,56,1,78.0,14.8,1008.3,1016.7,1,1008.4,2356,1012.1,14.0,0.0,,,,,,,,,,,18.0,12.5,,,,,,,,,,,,,,
285,합천,2018-05-13,20.2,14.6,2355,27.8,1619,0,1,1.0,222,,2.0,6.8,290,1624,4.0,320,1628,1.2,1022,230,13.6,26,1614,70.4,15.8,1003.3,1010.6,2303,1004.7,1507,1007.0,14.0,7.2,,,,,,,,,,,23.3,12.0,,,,,,,,,,,,,,
285,합천,2018-05-14,20.4,10.7,547,29.4,1440,,,,,,,6.8,180,1629,3.9,180,1635,1.2,1066,140,11.3,28,1555,62.1,13.5,1007.4,1013.2,802,1008.9,1647,1011.1,14.0,11.6,,,,,,,,,,,24.3,7.7,,,,,,,,,,,,,,
285,합천,2018-05-15,22.5,13.9,554,32.2,1453,0,,0.0,,,0.0,7.0,230,1839,3.4,200,1742,1.3,1108,180,13.9,23,1456,64.3,16.1,1007.3,1012.8,743,1009.2,1603,1011.0,14.0,7.9,,,,,,,,,,,26.6,11.3,,,,,,,,,,,,,,
285,합천,2018-05-16,22.5,21.3,111,23.7,1219,0,536,0.5,446,,1.0,7.6,230,1205,3.4,180,1940,1.9,1637,200,20.5,84,1211,88.8,24.1,1004.6,1010.6,7,1007.1,1454,1008.3,14.1,0.0,,,,,,,,,,,23.2,21.0,,,,,,,,,,,,,,
285,합천,2018-05-17,23.9,21.6,136,29.2,1406,0,,0.1,,,0.2,10.3,180,1310,4.9,180,1639,2.4,2048,200,20.3,55,1409,81.1,23.8,1002.2,1008.2,27,1004.7,2339,1005.9,14.1,4.3,,,,,,,,,,,26.6,21.4,,,,,,,,,,,,,,
285,합천,2018-05-18,22.1,13.3,2359,28.3,1521,0,22,0.5,1,,1.5,6.3,360,1914,3.6,50,2102,2.0,1686,230,17.9,56,1455,78.8,20.9,1001.5,1012.4,2348,1002.8,1531,1005.1,14.1,1.2,,,,,,,,,,,26.0,13.7,,,,,,,,,,,,,,
285,합천,2018-05-19,15.1,10.1,2358,20.3,1621,0,,0.1,,,0.1,8.3,70,1242,5.1,50,1249,2.7,2342,50,6.7,33,1817,59.6,9.9,1013.2,1020.2,2227,1012.2,3,1017.0,14.1,4.2,,,,,,,,,,,20.4,5.4,,,,,,,,,,,,,,
285,합천,2018-05-20,14.8,6.9,503,21.7,1409,,,,,,,9.9,50,1800,5.9,70,1809,2.5,2143,50,5.3,30,1448,56.8,9.0,1015.9,1021.3,655,1017.8,1527,1019.7,14.2,7.3,,,,,,,,,,,20.1,2.7,,,,,,,,,,,,,,
285,합천,2018-05-21,16.3,12.9,2354,22.2,1451,,,,,,,6.2,360,157,3.3,50,1045,1.8,1551,20,9.7,48,1453,66.4,12.1,1015.1,1020.6,1,1016.7,1748,1018.9,14.2,2.5,,,,,,,,,,,22.4,8.5,,,,,,,,,,,,,,
285,합천,2018-05-22,18.2,10.6,445,26.0,1431,1,2052,4.0,2048,,10.5,5.1,180,1650,2.9,180,1507,1.1,943,200,11.4,35,1253,68.9,13.6,1009.2,1018.2,1,1008.3,2359,1012.9,14.2,6.1,,,,,,,,,,,24.5,7.6,,,,,,,,,,,,,,
285,합천,2018-05-23,19.5,12.1,2358,27.5,1546,1,44,5.5,130,,17.5,8.9,50,1129,4.5,360,1131,1.4,1195,20,8.7,14,1705,59.1,11.9,1003.1,1010.6,2320,1004.8,1431,1006.8,14.2,10.5,,,,,,,,,,,24.4,9.0,,,,,,,,,,,,,,
285,합천,2018-05-24,19.5,8.1,529,29.9,1513,,,,,,,7.2,230,1440,3.8,230,1317,1.4,1196,230,6.5,14,1245,52.6,9.9,1006.0,1012.0,728,1007.4,1720,1009.7,14.3,13.0,,,,,,,,,,,24.6,6.0,,,,,,,,,,,,,,
285,합천,2018-05-25,19.7,10.1,534,27.9,1321,,,,,,,4.4,180,1430,2.2,180,1431,0.9,789,180,8.7,16,1243,55.6,11.4,1004.4,1010.2,615,1005.9,1706,1008.1,14.3,7.9,,,,,,,,,,,24.4,6.7,,,,,,,,,,,,,,
285,합천,2018-05-26,21.2,10.6,521,30.8,1550,,,,,,,4.5,250,1651,2.4,50,1322,1.1,910,180,9.6,22,1433,54.0,12.1,1005.2,1011.4,2327,1006.5,1528,1008.9,14.3,13.3,,,,,,,,,,,27.8,8.2,,,,,,,,,,,,,,
285,합천,2018-05-27,21.2,14.3,521,28.9,1316,,,,,,,7.1,200,1547,3.4,200,1555,1.1,971,200,12.4,27,1308,61.3,14.5,1006.6,1012.2,642,1008.4,1702,1010.3,14.3,4.7,,,,,,,,,,,26.2,12.3,,,,,,,,,,,,,,
285,합천,2018-05-28,21.2,16.2,520,27.8,1219,,,,,,,6.4,180,1727,3.8,180,1729,1.4,1168,180,15.0,38,1146,71.0,17.1,1006.9,1012.0,2142,1009.7,34,1010.6,14.3,7.8,,,,,,,,,,,28.0,14.9,,,,,,,,,,,,,,
285,합천,2018-05-29,23.1,17.1,158,30.1,1449,,,,,,,6.4,230,1722,3.7,180,1815,1.2,1045,200,15.8,39,1440,66.3,18.0,1007.4,1013.2,836,1008.8,1656,1011.1,14.4,6.0,,,,,,,,,,,30.6,15.9,,,,,,,,,,,,,,
285,합천,2018-05-30,23.1,18.2,2400,28.5,1611,0,,0.0,,,0.0,7.3,200,1646,3.7,180,1427,1.5,1276,200,16.3,39,1810,68.1,18.6,1005.7,1011.5,1,1007.1,1617,1009.4,14.4,8.9,,,,,,,,,,,30.0,17.0,,,,,,,,,,,,,,
285,합천,2018-05-31,21.2,15.0,613,28.5,1526,,,,,,,7.2,200,1913,3.7,180,1920,1.3,1090,230,9.5,26,1502,50.6,11.9,1007.1,1013.9,2310,1008.8,1451,1010.8,14.4,11.0,,,,,,,,,,,29.1,13.1,,,,,,,,,,,,,,
285,합천,2018-06-01,23.2,12.3,530,33.0,1534,,,,,,,7.4,20,1200,3.7,50,1213,1.4,1242,200,11.0,19,1552,53.3,13.2,1010.5,1015.9,2239,1012.1,1628,1014.2,14.4,12.5,,,,,,,,,,,31.3,11.1,,,,,,,,,,,,,,
285,합천,2018-06-02,24.5,14.2,520,34.5,1601,,,,,,,5.2,200,1813,2.3,180,1831,1.1,953,230,12.4,17,1414,53.6,14.5,1010.5,1016.6,722,1011.3,1726,1014.2,14.4,12.1,,,,,,,,,,,33.0,13.1,,,,,,,,,,,,,,
285,합천,2018-06-03,23.9,15.7,530,33.1,1345,,,,,,,6.1,200,2020,3.4,180,1602,1.4,1196,200,12.2,21,1346,53.5,14.4,1009.1,1014.4,637,1010.3,1743,1012.8,14.4,10.0,,,,,,,,,,,31.9,14.1,,,,,,,,,,,,,,
285,합천,2018-06-04,23.8,15.6,453,31.3,1451,,,,,,,7.0,230,1614,3.6,230,1617,1.4,1217,200,13.5,30,1219,56.4,15.5,1008.8,1014.6,705,1010.1,1537,1012.4,14.5,8.9,,,,,,,,,,,32.2,13.3,,,,,,,,,,,,,,
285,합천,2018-06-05,21.2,17.7,2359,25.7,1335,0,,0.1,,,0.1,5.9,180,1447,3.4,180,1447,1.1,928,200,15.6,45,1531,71.9,17.8,1008.7,1014.0,830,1010.8,1733,1012.3,14.5,3.1,,,,,,,,,,,26.8,16.4,,,,,,,,,,,,,,
285,합천,2018-06-06,23.6,15.4,505,32.5,1708,,,,,,,6.3,200,2000,3.5,180,1900,1.1,945,110,13.9,24,1734,61.0,16.0,1007.6,1013.1,745,1008.9,1715,1011.3,14.5,10.1,,,,,,,,,,,31.2,13.3,,,,,,,,,,,,,,
285,합천,2018-06-07,25.5,16.5,513,34.7,1443,,,,,,,6.0,200,1918,3.0,180,1945,1.2,1079,200,14.5,23,1445,57.0,16.7,1006.7,1013.1,159,1007.0,1748,1010.4,14.5,12.3,,,,,,,,,,,34.2,15.0,,,,,,,,,,,,,,
285,합천,2018-06-08,24.9,17.9,543,32.0,1558,,,,,,,4.5,50,1449,2.3,230,105,1.0,851,20,15.2,31,1559,58.6,17.3,1003.6,1009.8,14,1004.7,1711,1007.2,14.5,9.4,,,,,,,,,,,32.5,16.1,,,,,,,,,,,,,,
285,합천,2018-06-09,22.0,18.9,2319,25.2,1636,0,,0.0,,,0.0,8.2,50,1306,4.2,20,1306,2.1,1833,20,13.3,45,1636,59.0,15.4,1004.4,1009.5,2233,1006.8,1728,1008.1,14.5,3.0,,,,,,,,,,,29.1,18.7,,,,,,,,,,,,,,
285,합천,2018-06-10,20.1,17.4,243,23.9,1520,0,,0.1,,,0.1,8.2,20,1415,4.6,50,1427,2.4,2108,20,12.6,46,1327,62.8,14.6,1001.6,1009.1,13,1002.7,1658,1005.3,14.5,0.9,,,,,,,,,,,27.1,16.2,,,,,,,,,,,,,,
285,합천,2018-06-11,17.8,15.5,652,21.2,1312,2,404,8.5,612,,22.5,5.5,50,12,3.1,20,1422,1.2,1057,70,14.2,62,6,80.8,16.3,997.8,1004.1,1,999.6,1722,1001.5,14.5,0.6,,,,,,,,,,,21.3,15.8,,,,,,,,,,,,,,
285,합천,2018-06-12,19.1,15.8,419,23.7,1558,1,331,2.0,255,,2.0,4.8,200,2046,2.4,200,2048,0.9,794,70,15.2,63,1549,79.1,17.3,1000.0,1006.2,2345,1001.7,55,1003.7,14.5,1.2,,,,,,,,,,,22.5,15.9,,,,,,,,,,,,,,
285,합천,2018-06-13,21.4,18.0,444,27.1,1605,,,,,,,5.1,180,2002,2.9,70,1426,1.1,945,200,14.7,43,1440,67.5,16.7,1004.0,1009.8,2338,1005.8,1633,1007.7,14.5,4.5,,,,,,,,,,,24.5,18.4,,,,,,,,,,,,,,
285,합천,2018-06-14,21.7,18.0,2400,27.7,1512,,,,,,,6.0,360,1444,3.6,70,1806,1.6,1388,70,13.4,39,1512,61.0,15.4,1005.1,1010.5,802,1006.3,1656,1008.8,14.6,6.2,,,,,,,,,,,25.9,16.9,,,,,,,,,,,,,,
285,합천,2018-06-15,19.6,14.2,2354,25.7,1532,,,,,,,7.3,50,1443,4.6,90,1605,2.2,1892,70,10.3,35,1533,56.8,12.5,1008.0,1014.7,2332,1009.7,118,1011.7,14.6,5.3,,,,,,,,,,,24.8,12.0,,,,,,,,,,,,,,
285,합천,2018-06-16,19.4,13.2,311,26.6,1629,,,,,,,5.9,360,852,3.3,50,1004,1.4,1230,20,11.1,33,1629,62.1,13.2,1009.5,1015.0,838,1010.8,1745,1013.2,14.6,8.5,,,,,,,,,,,26.9,11.0,,,,,,,,,,,,,,
285,합천,2018-06-17,21.1,13.0,509,29.3,1345,,,,,,,5.4,160,1711,2.7,200,1701,0.9,818,200,13.5,26,1339,66.3,15.6,1007.0,1013.2,633,1008.2,1532,1010.7,14.6,7.2,,,,,,,,,,,27.0,11.1,,,,,,,,,,,,,,
285,합천,2018-06-18,24.5,17.1,541,32.4,1505,,,,,,,6.1,230,1541,3.6,230,1824,1.5,1262,180,14.9,33,1400,59.3,17.0,1003.2,1009.1,1,1004.9,1712,1006.8,14.6,10.4,,,,,,,,,,,32.2,16.3,,,,,,,,,,,,,,
285,합천,2018-06-19,21.8,18.6,550,27.1,1553,1,1953,3.0,1903,,6.5,4.0,90,1804,2.0,140,1804,0.7,601,50,18.0,58,1550,79.9,20.7,1001.3,1006.7,1,1003.3,1646,1005.0,14.6,0.1,,,,,,,,,,,25.8,17.8,,,,,,,,,,,,,,
285,합천,2018-06-20,23.4,18.1,431,30.2,1531,,,,,,,3.9,180,1216,2.1,340,1810,0.9,789,360,16.1,31,1823,67.6,18.4,999.4,1004.9,2352,1001.1,1550,1003.1,14.6,8.6,,,,,,,,,,,28.4,17.5,,,,,,,,,,,,,,
285,합천,2018-06-21,24.1,15.8,523,32.7,1459,,,,,,,6.5,340,1459,3.3,290,1330,1.2,1054,200,11.3,15,1346,53.5,13.8,1002.4,1008.8,2340,1004.3,1549,1006.0,14.6,12.7,,,,,,,,,,,30.9,14.2,,,,,,,,,,,,,,
285,합천,2018-06-22,23.6,14.6,501,32.1,1255,,,,,,,4.6,90,1327,2.4,50,1340,0.9,807,230,11.6,21,1455,52.9,13.8,1004.8,1010.5,640,1006.6,1748,1008.5,14.6,9.0,,,,,,,,,,,29.9,12.6,,,,,,,,,,,,,,
285,합천,2018-06-23,24.2,18.5,633,31.6,1724,0,,0.0,,,0.0,8.1,180,1547,4.8,180,1554,1.6,1409,180,13.8,22,1732,56.4,15.9,1000.8,1007.6,1,1001.6,1742,1004.4,14.6,7.7,,,,,,,,,,,30.1,18.4,,,,,,,,,,,,,,
285,합천,2018-06-24,26.5,16.8,542,36.6,1527,,,,,,,6.1,270,1635,2.9,270,1637,1.2,1010,200,13.9,17,1522,53.4,16.2,1003.5,1009.8,2349,1005.2,217,1007.1,14.6,12.3,,,,,,,,,,,33.6,15.0,,,,,,,,,,,,,,
285,합천,2018-06-25,26.5,17.8,446,35.3,1510,,,,,,,5.8,180,1557,3.4,180,1601,1.2,1062,200,15.0,23,1527,54.5,17.2,1007.0,1012.0,830,1009.0,1625,1010.6,14.6,10.0,,,,,,,,,,,32.7,16.0,,,,,,,,,,,,,,
285,합천,2018-06-26,23.3,19.5,357,26.4,1442,0,1503,0.5,1501,,1.0,8.4,200,1733,4.0,200,1734,1.6,1366,200,19.7,56,1,80.9,23.3,1003.4,1011.4,26,1002.8,2400,1007.0,14.6,0.0,,,,,,,,,,,25.4,18.4,,,,,,,,,,,,,,
285,합천,2018-06-27,25.7,22.9,604,30.6,1351,5,449,16.0,535,,47.0,7.4,180,1650,4.3,180,1414,2.4,2036,180,22.0,61,1352,80.9,26.5,998.8,1004.1,2158,1001.0,1609,1002.4,14.6,4.5,,,,,,,,,,,27.2,22.8,,,,,,,,,,,,,,
285,합천,2018-06-28,23.0,21.6,925,24.7,1,2,817,10.5,808,,33.5,5.6,180,1437,3.0,180,1442,1.2,994,200,20.7,75,1542,87.1,24.4,997.4,1003.3,16,999.4,1643,1001.0,14.6,0.0,,,,,,,,,,,24.9,21.2,,,,,,,,,,,,,,
285,합천,2018-06-29,25.5,21.0,146,30.4,1604,0,,0.0,,,0.0,5.6,180,1412,3.5,180,1254,1.3,1139,180,20.5,55,1616,76.0,24.2,1000.1,1008.4,2338,999.6,143,1003.7,14.6,5.0,,,,,,,,,,,28.2,20.5,,,,,,,,,,,,,,
